"Plant_Code","Plant_Name","Utility_Na","Utility_ID","sector_nam","City","County","StateName","Zip","Street_Add","PrimSource","Install_MW","Total_MW","Coal_MW","NG_MW","Crude_MW","Bio_MW","Hydro_MW","HydroPS_MW","Nuclear_MW","Solar_MW","Wind_MW","Geo_MW","Bat_MW","Other_MW","source_des","tech_desc","Source","Period","Latitude","Longitude"
7200,"Robert D Willis","USACE-Fort Worth District",19449,"Electric Utility","Jasper","Jasper","Texas",75951,"1494 CR 154","hydroelectric",8,8,0,0,0,NA,8,0,0,0,0,NA,NA,NA,"Hydroelectric = 8 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,30.7975,-94.1756
7325,"San Jacinto Steam Electric Station","NRG Texas Power LLC",54888,"IPP Non-CHP","La Porte","Harris","Texas",77571,"845 Sens Road","natural gas",176.4,162,0,162,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 162 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,29.694838,-95.040622
7394,"Gonzales Hydro Plant","City of Gonzales - (TX)",7370,"Electric Utility","Gonzales","Gonzales","Texas",78629,"200 Water St","hydroelectric",0.9,0.9,0,0,0,NA,0.9,0,0,0,0,NA,NA,NA,"Hydroelectric = 0.9 MW","Conventional Hydroelectric","EIA-860, EIA-860M and EIA-923",202004,29.497166,-97.45516
7512,"Arthur Von Rosenberg","City of San Antonio - (TX)",16604,"Electric Utility","Elmendorf","Bexar","Texas",78112,"15290 Streich Rd.","natural gas",575,518,0,518,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 518 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,29.257046,-98.384045
7900,"Sand Hill","Austin Energy",1015,"Electric Utility","Austin","Travis","Texas",78617,"13005 Fallwell Ln.","natural gas",696.4,595.8,0,595.8,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 595.8 MW","Natural Gas Fired Combined Cycle; Natural Gas Fired Combustion Turbine;","EIA-860, EIA-860M and EIA-923",202004,30.2098,-97.6129
7902,"Pirkey","Southwestern Electric Power Co",17698,"Electric Utility","Hallsville","Harrison","Texas",75650,"2396 FM Rd 3251","coal",721,675,675,0,0,NA,0,0,0,0,0,NA,NA,NA,"Coal = 675 MW","Conventional Steam Coal","EIA-860, EIA-860M and EIA-923",202004,32.4607,-94.4852
8063,"DeCordova Steam Electric Station","Luminant Generation Company LLC",55983,"IPP Non-CHP","Granbury","Hood","Texas",76048,"4950 Power Plant Court","natural gas",357.6,282,0,282,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 282 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,32.403056,-97.700556
10154,"Power Island","INEOS USA LLC",54769,"Industrial CHP","Alvin","Brazoria","Texas",77512,"2.5 mi S of FM 2917 on FM 2004","natural gas",141,130,0,130,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 130 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,29.2293,-95.1952
10184,"Central Utility Plant","Silicon Hills Campus, LLC",62903,"Commercial CHP","Austin","Travis","Texas",78726,"6801 River Place Boulevard","natural gas",14.3,8.3,0,8.3,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 8.3 MW","Natural Gas Internal Combustion Engine; Natural Gas Steam Turbine;","EIA-860, EIA-860M and EIA-923",202004,30.397351,-97.842586
10243,"Ticona Polymers Inc","Ticona Polymers Inc",3432,"Industrial CHP","Bishop","Nueces","Texas",78343,"US Route 77 South","natural gas",44.2,32.5,0,32.5,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 32.5 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,27.5697,-97.8228
10261,"Enterprise Products Operating","Enterprise Products Optg LP",29925,"Industrial CHP","Mont Belvieu","Chambers","Texas",77580,"10207 FM 1942","natural gas",20.7,18,0,18,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 18 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,29.8247,-94.9197
10298,"Bayou Cogen Plant","Air Liquide Large Industries U S LP",327,"Industrial CHP","Pasadena","Harris","Texas",77507,"11777 Bay Area Blvd","natural gas",312.2,290,0,290,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 290 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,29.6225,-95.0458
10436,"ExxonMobil Baytown Refinery","Exxon Mobil Refining and Supply Co.",6091,"Industrial CHP","Baytown","Harris","Texas",77520,"Decker Drive","natural gas",177.3,135.5,0,128,0,NA,0,0,0,0,0,NA,NA,"7.5","Natural Gas = 128 MW, Other = 7.5 MW","Natural Gas Fired Combustion Turbine; All Other;","EIA-860, EIA-860M and EIA-923",202004,29.753517,-94.997277
10554,"Formosa Utility Venture Ltd","Formosa Plastics Corp",6541,"Industrial CHP","Point Comfort","Calhoun","Texas",77978,"201 Formosa Drive","natural gas",689.4,597.3,0,597.3,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 597.3 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,28.6917,-96.5417
10568,"Port Arthur Texas Refinery","Total Petrochemicals USA Inc",914,"Industrial CHP","Port Arthur","Jefferson","Texas",77642,"Hwy 366 and 32nd St.","natural gas",38.4,30.2,0,30.2,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 30.2 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,29.964938,-93.891283
10692,"ExxonMobil Baytown Turbine","Exxon Mobil Refining and Supply Co.",6091,"Industrial CHP","Baytown","Harris","Texas",77522,"3525 Decker Drive","natural gas",381.8,326,0,326,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 326 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,29.759124,-95.009648
10789,"Sabine River Works","Performance Materials NA, Inc.",57160,"Industrial CHP","Orange","Orange","Texas",77631,"F M 1006","natural gas",601.1,507,0,507,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 507 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,30.0552,-93.7579
10790,"Victoria Texas Plant","Invista",50006,"Industrial CHP","Victoria","Victoria","Texas",77905,"2695 Old Bloomington Rd North","natural gas",102.4,75,0,75,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 75 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,28.675088,-96.956014
50026,"Corpus Refinery","Flint Hills Resources Corpus Christi LLC",6426,"Industrial CHP","Corpus Christi","Nueces","Texas",78409,"2825 Suntide Road 78409","natural gas",47,32,0,32,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 32 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,27.8322,-97.5281
50043,"Houston Chemical Complex Battleground","Oxy Vinyls LP",14254,"Industrial CHP","Houston","Harris","Texas",77046,"2800 Battleground Rd","natural gas",380.7,263,0,263,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 263 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,29.7314,-95.0839
50054,"Rice University","Rice University",15941,"Commercial CHP","Houston","Harris","Texas",77005,"6100 Main Street","natural gas",6.9,6.9,0,6.9,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 6.9 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,29.721048,-95.39536
50109,"Paris Energy Center","Paris Generation LP",54700,"IPP Non-CHP","Paris","Lamar","Texas",75460,"301 Lake Crook Road","natural gas",265.6,236,0,236,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 236 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,33.6968,-95.5577
50118,"Hal C Weaver Power Plant","University of Texas at Austin",19537,"Commercial CHP","Austin","Travis","Texas",78712,"215 E 24th","natural gas",152.5,146.8,0,146.8,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 146.8 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,30.2867,-97.7356
50127,"Signal Hill Generating LLC","Signal Hill Generating LLC",54777,"IPP Non-CHP","Wichita Falls","Wichita","Texas",76310,"4511 Alendale Road","natural gas",80,76.1,0,76.1,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 76.1 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,33.8625,-98.5894
50137,"Newgulf Cogen","Luminant Generation Company LLC",55983,"IPP Non-CHP","NewGulf","Wharton","Texas",77420,"206 Vat Road #A","natural gas",101.9,69,0,69,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 69 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,29.2639,-95.8997
50150,"Union Carbide Seadrift Cogen","Union Carbide Corp-Seadrift",19450,"Industrial CHP","Seadrift","Calhoun","Texas",77983,"Highway 185","natural gas",168,153,0,153,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 153 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,28.5105,-96.7706
50229,"Texas Petrochemicals","TPC Group, LLC",18760,"Industrial CHP","Houston","Harris","Texas",77017,"8600 Park Place Blvd.","natural gas",35,35,0,35,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 35 MW","Natural Gas Steam Turbine","EIA-860, EIA-860M and EIA-923",202004,29.6981,-95.2547
50241,"Tenet Hospital","Tenet Hospital Ltd",27378,"Commercial CHP","El Paso","El Paso","Texas",79902,"2001 North Oregon St","natural gas",4.2,4.2,0,2.1,2.1,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 2.1 MW, Petroleum = 2.1 MW","Natural Gas Internal Combustion Engine; Petroleum Liquids;","EIA-860, EIA-860M and EIA-923",202004,31.7697,-106.5014
50475,"Corpus Christi","Equistar Chemicals LP",5065,"Industrial CHP","Corpus Christi","Nueces","Texas",78410,"1501 McKenzie Road","natural gas",41,33,0,33,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 33 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,27.811083,-97.595813
50625,"ExxonMobil Beaumont Refinery","ExxonMobil Oil Corp",6090,"Industrial CHP","Beaumont","Jefferson","Texas",77701,"1795 Burt St.","natural gas",677.8,610.6,0,605.6,0,NA,0,0,0,0,0,NA,NA,"5.0","Natural Gas = 605.6 MW, Other = 5 MW","Natural Gas Steam Turbine; Natural Gas Fired Combustion Turbine; Other Gases","EIA-860, EIA-860M and EIA-923",202004,30.0636,-94.0753
50815,"Optim Energy Altura Cogen LLC","Optim Energy LLC",55879,"IPP CHP","Channelview","Harris","Texas",77530,"2330 Sheldon Road","natural gas",643.6,537.2,0,537.2,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 537.2 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,29.8161,-95.10773
50973,"Motiva Enterprises Port Arthur Refinery","Motiva Enterprises LLC",12981,"Industrial CHP","Port Arthur","Jefferson","Texas",77640,"2555 Savannah Avenue","natural gas",276.8,239.4,0,239.4,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 239.4 MW","Natural Gas Fired Combined Cycle; Natural Gas Fired Combustion Turbine;","EIA-860, EIA-860M and EIA-923",202004,29.888462,-93.950984
52069,"Point Comfort Operations","Alcoa World Alumina LLC",22337,"Industrial CHP","Point Comfort","Calhoun","Texas",77978,"State Highway 35","natural gas",63.1,58.7,0,58.7,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 58.7 MW","Natural Gas Steam Turbine","EIA-860, EIA-860M and EIA-923",202004,28.652709,-96.559997
52088,"Texas City Power Plant","Texas City Cogeneration LLC",22652,"IPP CHP","Texas City","Galveston","Texas",77590,"3221 5th Avenue South","natural gas",450,451,0,451,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 451 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,29.378697,-94.943829
52120,"Freeport Energy","Olin Blue Cube Operations",59875,"Industrial CHP","Freeport","Brazoria","Texas",77541,"2301 Brazosport Boulevard","natural gas",678.1,517.2,0,517.2,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 517.2 MW","Natural Gas Fired Combined Cycle; Natural Gas Fired Combustion Turbine;","EIA-860, EIA-860M and EIA-923",202004,28.991289,-95.407481
52122,"Wasson CO2 Removal Plant","Occidental Permian Ltd",429,"Industrial CHP","Denver City","Yoakum","Texas",79323,"2582 County Road 355","natural gas",23.4,17.3,0,17.3,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 17.3 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,33.009944,-102.756945
52132,"Power Station 4","South Houston Green Power LLC",17566,"Industrial CHP","Texas City","Galveston","Texas",77590,"2023 5th Ave South","natural gas",191.1,172,0,172,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 172 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,29.378164,-94.92195
52176,"C R Wing Cogen Plant","BHER Power Resources, Inc",15300,"IPP CHP","Big Spring","Howard","Texas",79720,"500 Refinery Road","natural gas",230,212,0,212,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 212 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,32.273178,-101.422386
54321,"Goodyear Beaumont Chemical Plant","Goodyear Tire & Rubber Co",7375,"Industrial CHP","Beaumont","Jefferson","Texas",77705,"11357 Interstate 10","natural gas",34.8,29,0,29,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 29 MW","Natural Gas Steam Turbine; Natural Gas Fired Combustion Turbine;","EIA-860, EIA-860M and EIA-923",202004,29.9728,-94.2142
54330,"Westhollow Technology Center","Shell Chemical LP",17052,"Industrial CHP","Houston","Harris","Texas",77082,"3333  Hwy 6 South","natural gas",3.7,3.7,0,3.7,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 3.7 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,29.726017,-95.638249
54520,"Village Creek Water Reclamation Facility","Ft Worth City of",6831,"Commercial CHP","Arlington","Tarrant","Texas",76012,"4500 Wilma Lane","natural gas",12.4,10.2,0,6,0,"4.2",0,0,0,0,0,NA,NA,NA,"Biomass = 4.2 MW, Natural Gas = 6 MW","Other Waste Biomass; Natural Gas Fired Combustion Turbine; Natural Gas Internal Combustion Engine","EIA-860, EIA-860M and EIA-923",202004,32.775093,-97.14209
54628,"Phelps Dodge Refining","Phelps Dodge Refining Corp",14925,"Industrial CHP","El Paso","El Paso","Texas",79915,"850 HAWKINS","natural gas",19.6,14.8,0,14.8,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 14.8 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,31.764458,-106.391314
54637,"JCO Oxides Olefins Plant","Indorama Ventures",30052,"Industrial CHP","Port Neeches","Jefferson","Texas",77651,"6001 Hwy 366","natural gas",77.2,61,0,61,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 61 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,29.963502,-93.929737
54676,"Oyster Creek Unit VIII","Dow Chemical Company-Oyster Creek VIII",5374,"IPP CHP","Freeport","Brazoria","Texas",77547,"2301 Brazosport Blvd., OC-801","natural gas",497.9,379,0,379,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 379 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,28.9802,-95.342
54748,"Port Neches Plant","Air Liquide Large Industries U.S. LP",335,"Industrial CHP","Port Neches","Jefferson","Texas",77651,"2121 Park Street","natural gas",38,32,0,32,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 32 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,29.97876,-93.952294
54817,"Johnson County","Brazos Electric Power Coop Inc",2172,"Electric Utility","Cleburne","Johnson","Texas",76033,"831 Sparks Dr.","natural gas",282.6,267,0,267,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 267 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,32.3994,-97.4078
54979,"Big Spring Wind Power Facility","Terra-Gen Operating Co-Wind",2770,"IPP Non-CHP","Big Spring","Howard","Texas",79720,"3300 South Moss Lake Rd","wind",34.3,34.3,0,0,0,NA,0,0,0,0,34.3,NA,NA,NA,"Wind = 34.3 MW","Onshore Wind Turbine","EIA-860, EIA-860M and EIA-923",202004,32.2075,-101.388333
55015,"Sweeny Cogen Facility","Sweeny Cogeneration LP",22214,"IPP CHP","Old Ocean","Brazoria","Texas",77463,"7190 Old FM 524, Gate 13","natural gas",572,436,0,436,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 436 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,29.0728,-95.745
55025,"Yates Gas Plant","Kinder Morgan Yates Operation",49774,"Industrial CHP","Iraan","Pecos","Texas",79744,"Highway 190 West","natural gas",5.6,5.6,0,5.6,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 5.6 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,30.8847,-101.9208
55047,"Pasadena Cogeneration","Pasadena Cogeneration LP",11059,"IPP CHP","Pasadena","Harris","Texas",77506,"955 Phillips Road","natural gas",815,720,0,720,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 720 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,29.72475,-95.176479
55052,"Jameson Gas Processing Plant","WTG Jameson, L.P.",50114,"Industrial Non-CHP","Silver","Coke","Texas",76949,"1000 Gas Plant Road","natural gas",1.8,1.8,0,1.8,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 1.8 MW","Natural Gas Internal Combustion Engine","EIA-860, EIA-860M and EIA-923",202004,32.05,-100.6917
55053,"Bridgeport Gas Processing Plant","EnLink Midstream Services, LLC",59366,"Industrial Non-CHP","Bridgeport","Wise","Texas",76426,"415 Private Rd, 3502","natural gas",10.4,10.4,0,10.4,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 10.4 MW","Natural Gas Internal Combustion Engine","EIA-860, EIA-860M and EIA-923",202004,33.195763,-97.802547
55062,"Tenaska Frontier Generation Station","Tenaska Frontier Partners Ltd",18611,"IPP Non-CHP","Shiro","Grimes","Texas",77876,"17500 Hwy 30","natural gas",939.7,860,0,860,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 860 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,30.5924,-95.9178
55064,"Black Hawk Station","Borger Energy Associates LP",23913,"IPP CHP","Borger","Hutchinson","Texas",79007,"Spur 119 N. Cogen Place","natural gas",243.9,224.5,0,224.5,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 224.5 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,35.6957,-101.36
55065,"Mustang Station","Golden Spread Electric Cooperative, Inc",7349,"Electric Utility","Denver City","Yoakum","Texas",79323,"1937 County Road 390","natural gas",521,463.5,0,463.5,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 463.5 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,32.9728,-102.7417
55086,"Gregory Power Plant","Gregory Power Partners LLC",7667,"IPP Non-CHP","Gregory","San Patricio","Texas",78359,"4633A TX HWY 361","natural gas",432,366,0,366,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 366 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,27.88929,-97.258417
55091,"Midlothian Energy Facility","Midlothian Energy LLC",12501,"IPP Non-CHP","Midlothian","Ellis","Texas",76065,"4601 Brookhollow Drive","natural gas",1734,1602,0,1602,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 1602 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,32.4302,-97.0537
55097,"Lamar Power Project","LaFrontera Holdings LLC",60477,"IPP Non-CHP","Paris","Lamar","Texas",75462,"3205 FM 137","natural gas",1112.6,1036,0,1036,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 1036 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,33.6308,-95.59
55122,"NAFTA Region Olefins Complex Cogen Fac","BASF Corp",1357,"Industrial CHP","Port Arthur","Jefferson","Texas",77643,"Hwy 366 Gate 99","natural gas",83.2,70,0,70,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 70 MW","Natural Gas Fired Combustion Turbine","EIA-860, EIA-860M and EIA-923",202004,29.954321,-93.883592
55123,"Magic Valley Generating Station","Calpine Corp-Magic Valley",2877,"IPP Non-CHP","Edinburg","Hidalgo","Texas",78539,"3333 N. McColl Rd.","natural gas",801,682,0,682,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 682 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,26.3403,-98.19
55132,"Tenaska Gateway Generating Station","Tenaska Gateway Partners Ltd",18518,"IPP Non-CHP","Mt. Enterprise","Rusk","Texas",75681,"State Hwy 315 PO Box 697","natural gas",939.6,845,0,845,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 845 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,32.017826,-94.619743
55137,"Rio Nogales Power Project","City of San Antonio - (TX)",16604,"Electric Utility","Seguin","Guadalupe","Texas",78155,"711 Rio Nogales Drive","natural gas",940.2,811,0,811,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 811 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,29.593056,-97.973215
55139,"Wolf Hollow I LP","Wolf Hollow I Power, LLC",313,"IPP Non-CHP","Granbury","Hood","Texas",76048,"9201 Wolf Hollow Court","natural gas",788.4,705,0,705,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 705 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,32.33422,-97.731686
55144,"Hays Energy Project","Hays Energy, LLC",1074,"IPP Non-CHP","San Marcos","Hays","Texas",78666,"1601 Francis Harris Ln","natural gas",989,844,0,844,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 844 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,29.7806,-97.9894
55153,"Guadalupe Generating Station","Guadalupe Power Partners LP",57045,"IPP Non-CHP","Marion","Guadalupe","Texas",78124,"5740 Weil Road","natural gas",1088.2,986,0,986,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 986 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,29.6244,-98.1419
55154,"Lost Pines 1 Power Project","Lower Colorado River Authority",11269,"Electric Utility","Bastrop","Bastrop","Texas",78602,"256 Power Plant Road","natural gas",609,510,0,510,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 510 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,30.1478,-97.2714
55168,"Bastrop Energy Center","Bastrop Energy Partners, LP",49768,"IPP Non-CHP","Cedar Creek","Bastrop","Texas",78602,"125 Old Bastrop Road","natural gas",618.7,525,0,525,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 525 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,30.1458,-97.55
55172,"Bosque County Peaking","Calpine Bosque Energy Center LLC",55899,"IPP Non-CHP","Laquna Park","Bosque","Texas",76644,"PO Box 5436","natural gas",807,758,0,758,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 758 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,31.8594,-97.3586
55176,"Eastman Cogeneration Facility","Eastman Cogeneration LP",49791,"IPP CHP","Longview","Harrison","Texas",75602,"Bldg 121, 2290 Callahan Road","natural gas",467.7,409.7,0,409.7,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 409.7 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,32.4481,-94.6903
55187,"Channelview Cogeneration Plant","EIF Channelview Cogeneration LLC",56380,"IPP CHP","Channelview","Harris","Texas",77049,"8580 Sheldon Road","natural gas",918.3,784,0,784,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 784 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,29.836952,-95.121744
55206,"Corpus Christi Energy Center","Corpus Christi Cogeneration LLC",4383,"IPP CHP","Corpus Christi","Nueces","Texas",78407,"3952 Buddy Lawrence Drive","natural gas",593.3,469,0,469,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 469 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,27.8139,-97.4283
55215,"Odessa-Ector Power Plant","LaFrontera Holdings LLC",60477,"IPP Non-CHP","Odessa","Ector","Texas",79766,"2200 I-20 East","natural gas",1152.8,1015.4,0,1015.4,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 1015.4 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,31.8403,-102.3264
55223,"Ennis Power Company LLC","Ennis Power Company LLC",5761,"IPP Non-CHP","Ennis","Ellis","Texas",75119,"4001 West Ennis Avenue","natural gas",418,359.5,0,359.5,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 359.5 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,32.32,-96.675
55226,"Freestone Energy Center","Freestone Power Generation LLC",6763,"IPP Non-CHP","Fairfield","Freestone","Texas",75840,"1366 FM 488","natural gas",1036,953,0,953,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 953 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,31.8907,-96.1131
55230,"Jack County","Brazos Electric Power Coop Inc",2172,"Electric Utility","Bridgeport","Wise","Texas",76426,"3844 Henderson Ranch rd.","natural gas",1280,1241,0,1241,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 1241 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,33.101,-97.9574
55299,"Channel Energy Center LLC","Channel Energy Center LLC",3370,"IPP CHP","Pasadena","Harris","Texas",77506,"451 Light Company Road","natural gas",923.8,768,0,768,0,NA,0,0,0,0,0,NA,NA,NA,"Natural Gas = 768 MW","Natural Gas Fired Combined Cycle","EIA-860, EIA-860M and EIA-923",202004,29.7189,-95.2319
55309,"Air Products Port Arthur","Air Products LLC",56304,"Industrial CHP","Port Arthur","Jefferson","Texas",77640,"1801 S Gulfway Drive","natural gas",169.1,158.9,0,138.4,0,NA,0,0,0,0,0,NA,NA,"20.5","Natural Gas = 138.4 MW, Other = 20.5 MW","Natural Gas Fired Combustion Turbine; Other Gases;","EIA-860, EIA-860M and EIA-923",202004,29.866497,-93.96515
